Format :

name
found in file
CRC (hex)		Hash Code (dec)
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_bar.ini       0x1981c939		2373979661
IDS_HOTSPOT_NEWSVENDOR      UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_bar.ini       0x1a8503fa		3046232974
IDS_HOTSPOT_MISSIONVENDOR       UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_bar.ini       0x1883a848		2513177291
X/Shipcentre/01         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0xf6ac73be		3195696770
Camera_0        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0x0dbb5073		2900400388
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0x1981c939		2373979661
IDS_NN_REPAIR_YOUR_SHIP         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0x01b19dce		2480730442
IDS_DEALER_FRONT_DESK       UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0x1c0be5de		2921426378
IDS_HOTSPOT_COMMODITYTRADER         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0xf9ecdd49		2743444233
IDS_HOTSPOT_EQUIPMENTDEALER         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0x0a7ee84b		3116539275
IDS_EQUIPMENT_ROOM_RIGHT        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_01_deck.ini      0x1e7a1452		2991427971
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_bar.ini       0xfbaadcae		2508714243
Camera_0        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_bar.ini       0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_bar.ini       0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_bar.ini       0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_bar.ini       0x0dbb5073		2900400388
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_bar.ini       0x1981c939		2373979661
IDS_HOTSPOT_SHIPDEALER_ROOM         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_bar.ini       0x092c2388		2650221449
IDS_HOTSPOT_NEWSVENDOR      UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_bar.ini       0x1a8503fa		3046232974
IDS_HOTSPOT_MISSIONVENDOR       UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_bar.ini       0x1883a848		2513177291
X/Shipcentre/01         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0xf6ac73be		3195696770
Camera_0        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0x0dbb5073		2900400388
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0x1981c939		2373979661
IDS_HOTSPOT_SHIPDEALER_ROOM         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0x092c2388		2650221449
IDS_NN_REPAIR_YOUR_SHIP         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0x01b19dce		2480730442
IDS_DEALER_FRONT_DESK       UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0x1c0be5de		2921426378
IDS_HOTSPOT_COMMODITYTRADER         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0xf9ecdd49		2743444233
IDS_HOTSPOT_EQUIPMENTDEALER         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0x0a7ee84b		3116539275
IDS_EQUIPMENT_ROOM_RIGHT        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_deck.ini      0x1e7a1452		2991427971
Camera_0        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0xe604303f		3118944142
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0xfbaadcae		2508714243
X/Shipcentre/01         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0xf6ac73be		3195696770
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0x0dbb5073		2900400388
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0x1981c939		2373979661
IDS_HOTSPOT_SHIPDEALER_ROOM         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0x092c2388		2650221449
IDS_NN_REPAIR_YOUR_SHIP         UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0x01b19dce		2480730442
IDS_DEALER_FRONT_DESK       UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0x1c0be5de		2921426378
IDS_HOTSPOT_SHIPDEALER      UNIVERSE\SYSTEMS\IW03\BASES\ROOMS\iw03_02_shipdealer.ini        0x14344de9		3194233799
Iw03        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1ebc6041		3146754635
tradelane_trade_armored         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0d390641		2884172235
missions\encounters\tradelane_trade_armored.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe232261a		3042757641
tradelane_trade_freighter       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1d97c0cd		2187491461
missions\encounters\tradelane_trade_freighter.ini       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1a20ab9e		2243783361
tradelane_trade_transport       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf6beefb2		2611783176
missions\encounters\tradelane_trade_transport.ini       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x13fd42b8		2806714693
area_scout      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x09fbbc4c		2937553674
missions\encounters\area_scout.ini      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xfb35040d		2523640649
area_bh_scout       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe66404cf		3083226248
missions\encounters\area_bh_scout.ini       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x012df4fd		3194448260
area_defend         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x182b2a2e		2757135560
missions\encounters\area_defend.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x029961c5		3194550659
area_bh_defend      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xee75670c		2509599439
missions\encounters\area_bh_defend.ini      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1fde8b29		2997236811
patrolp_gov_patrol      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1d60e377		2759205387
missions\encounters\patrolp_gov_patrol.ini      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0278b163		2360136897
patrolp_pirate_patrol       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf90a5dcd		3148753935
missions\encounters\patrolp_pirate_patrol.ini       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf789148f		2614319817
patrolp_bh_patrol       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x003d4f95		2835623496
missions\encounters\patrolp_bh_patrol.ini       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0056dc30		2721199299
area_assault        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf602c692		2740665031
missions\encounters\area_assault.ini        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x02c77616		2874448200
area_bh_assault         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1f94d93b		2159923528
missions\encounters\area_bh_assault.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe3669faf		2241801675
patrolp_assault         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1c1b31f7		3108747146
missions\encounters\patrolp_assault.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0164b8bf		2976479936
patrolp_bh_assault      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x16dec9a0		2240987208
missions\encounters\patrolp_bh_assault.ini      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf795bfd1		3014879560
area_trade_freighter        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xebf738ce		2652072012
missions\encounters\area_trade_freighter.ini        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x074c352f		2285955849
area_trade_transport        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x00de17b1		2279454401
missions\encounters\area_trade_transport.ini        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0e91dc09		2864091277
area_trade_armored      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x078ec99b		2183622977
missions\encounters\area_trade_armored.ini      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x18048585		3010773696
area_trade_freighter_pirate         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe262668a		2562567564
missions\encounters\area_trade_freighter_pirate.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x13931770		2973409347
tradep_trade_freighter      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf19e2839		2547901708
missions\encounters\tradep_trade_freighter.ini      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0a85ff2e		2751820046
tradep_trade_transport      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1ab70746		2383625089
missions\encounters\tradep_trade_transport.ini      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x03581608		2264074890
tradep_trade_armored        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf30f1238		2896564167
missions\encounters\tradep_trade_armored.ini        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf6f4ce25		2894987588
tradep_trade_freighter_pirate       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf1a12e9e		2206730312
missions\encounters\tradep_trade_freighter_pirate.ini       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x18388b71		2830116866
area_trade_trader       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x15ca02f1		2436400905
missions\encounters\area_trade_trader.ini       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xee5e39de		3173342927
tradep_trade_trader         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xff174666		2383808967
missions\encounters\tradep_trade_trader.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1128fac0		2881138500
area_scavenger      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x00908cc1		3083894858
missions\encounters\area_scavenger.ini      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xec110e93		2514807937
area_trade_freighter_smuggler       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf5209bb4		2348944205
missions\encounters\area_trade_freighter_smuggler.ini       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1f1b570f		2849127759
tradep_trade_freighter_smuggler         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x05919680		2758603779
missions\encounters\tradep_trade_freighter_smuggler.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf3c7b28a		2909680269
area_lifter         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x04b251ad		2169655619
missions\encounters\area_lifter.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0115ac3f		3201653892
area_repair         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf0e3d9d4		3027491851
missions\encounters\area_repair.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xeddcb32f		2735170572
miningp_trade_transport         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf6fbad6c		2908649088
missions\encounters\miningp_trade_transport.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1212e996		2594053070
miningp_scavenger       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf26734b5		2326647434
missions\encounters\miningp_scavenger.ini       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xedaf7091		2725102400
universe\heavens\shapes.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1f86f6f3		2207877641
solar\asteroids\Iw03_Weddell_ice_asteroid_field.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x118b3107		2840551435
solar\asteroids\Iw03_Barrier_ice_asteroid_field.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1a9ddf23		3168493380
solar\nebula\Iw03_Barrier_ice_cloud.ini         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xfb4369b2		2413627847
Iw03_to_Br02        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0ab9207e		2605499594
gcs_refer_system_Br02       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1f875890		3080750926
Iw03_to_Li02        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1aa9f328		3078400647
gcs_refer_system_Li02       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0f978bc6		2609965315
Zone_Iw03_to_Br02       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x033cd122		3130870851
Zone_Iw03_to_Li02       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x132c0274		2527928846
Zone_Iw03_003_Station_Iw03_01       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1ad2103d		2935203335
Zone_Iw03_02        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe862c4d1		3012712327
Zone_Iw03_to_Li01       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x082553ce		3064815118
Iw03_barrier_light      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe2be26f7		2673339151
Iw03_Trade_Lane_Ring_1      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf788e640		2203841158
Iw03_Trade_Lane_Ring_2      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xec81b7fa		2740686470
Iw03_Trade_Lane_Ring_3      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe586876c		2203818630
Iw03_Trade_Lane_Ring_4      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x01e212cf		2740680326
Iw03_Trade_Lane_Ring_5      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x08e52259		2203804294
Zone_Iw03_Tradelane_1       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xefbc3f24		2550282378
Iw03_Trade_Lane_Ring_7      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1aeb4375		2203781766
Iw03_Trade_Lane_Ring_8      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x00545ee4		2740635270
Iw03_Trade_Lane_Ring_9      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x09536e72		2203767430
Iw03_Trade_Lane_Ring_10         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x08f01657		3153404611
Iw03_Trade_Lane_Ring_11         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x01f726c1		2616538819
Iw03_Trade_Lane_Ring_12         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1afe777b		3153414851
Zone_Iw03_Tradelane_2       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf4b56e9e		3087156362
Zone_Iw03_to_Iw04_hole      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe6f50f79		2638956555
Iw03_to_Iw04_hole       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xfa6dcd0d		2827483789
gcs_refer_system_Iw04       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1b56ce3d		2746768647
Zone_Iw03_Barrier_ice_cloud         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x11b45b1e		2603953740
Zone_Iw03_Barrier_ice_asteroids         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf8738e73		2396627587
Zone_Iw03_Weddell_ice_field         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xee56f973		2737169355
Iw03_02         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1fbc9a05		2919872207
atc_leg_m01         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf4be5dfb		3029344903
Zone_Weddell_ice_mining         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xfa383b41		2924927431
Zone_Iw03_IMG_mining_access         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf0523dbb		2474509575
Zone_Iw03_to_Br02_hole      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0e829e9e		3156760331
Iw03_to_Br02_hole       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x121a5cea		2313479565
Iw03_Roid_Miner_1       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x16c4e2f7		2537577039
Iw03_to_li01        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x01a0a292		2541540999
gcs_refer_system_Li01       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x149eda7c		3146814723
Iw03_space_tankl4_1         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0be23b77		2229341060
Iw03_space_tankl4_2         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x10eb6acd		2766239620
Iw03_01         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x04b5cbbf		2383006415
zone_pop_machester_hole         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xfe9082c4		2455667012
zone_pop_hacker_base        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe4053373		2594681668
zone_pop_cortez_hole        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x11b63836		2430115713
zone_pop_barrier_core       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xeb2ae93b		2244857732
zone_pop_manchester_gate        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe8e4e4e5		2361956940
zone_pop_mining_NY      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf318d5f3		2985987470
zone_pop_barrier_north      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x14d800d4		2277771148
zone_pop_barrier_south      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf28be1fd		3016027084
zone_pop_weddell_core       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1ca4ae08		2498257414
zone_pop_California_gate        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1134839b		3021929101
Zone_Iw03_path_img1_1       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe1cd2429		2389462408
img1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe04f0058		2574492225
Zone_Iw03_path_img1_2       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xfac47593		2926326152
Zone_Iw03_path_linavy1_1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf50f24d8		2979599108
linavy1         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xea54ef67		2195592777
Zone_Iw03_path_linavy1_2        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xee067562		2442751748
Zone_Iw03_path_linavy1_3        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe70145f4		2979625732
Zone_Iw03_path_linavy1_4        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0365d057		2442761988
Zone_Iw03_path_linavy1_5        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0a62e0c1		2979627780
Zone_Iw03_path_bounty1_1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xebc8def8		2448522255
bounty1         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1a28f082		2809742538
Zone_Iw03_path_bounty1_2        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf0c18f42		2985361423
Zone_Iw03_path_bounty1_3        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf9c6bfd4		2448495631
Zone_Iw03_path_bounty1_4        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1da22a77		2985424911
Zone_Iw03_path_bounty2_1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xeba2e2a1		2649842191
bounty2         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0121a138		2272868554
Zone_Iw03_path_bounty2_2        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf0abb31b		3186695695
Zone_Iw03_path_bounty2_3        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf9ac838d		2649819663
Zone_Iw03_path_bounty3_1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1484f696		2582734863
bounty3         UNIVERSE\SYSTEMS\IW03\iw03.ini      0x082691ae		2809736394
Zone_Iw03_path_bounty3_2        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0f8da72c		3119584271
Zone_Iw03_path_bounty3_3        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x068a97ba		2582708239
Zone_Iw03_path_outcasts1_1      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe2a5e82f		3061691722
outcasts1       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0ce654e4		2713979080
Zone_Iw03_path_outcasts2_1      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe2cfd476		3128798026
outcasts2       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x17ef055e		2177135816
Zone_Iw03_path_outcasts3_1      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1de9c041		3195904330
outcasts3       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1ee835c8		2714001608
Zone_Iw03_path_outcasts4_1      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe2e4acc4		2726139722
outcasts4       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xfa8ca06b		2177141960
Zone_Iw03_path_outcasts4_2      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf9edfd7e		2189290314
Zone_Iw03_path_outcasts4_3      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf0eacde8		2726166346
Zone_Iw03_path_hackers1_1       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x09522874		2230979847
hackers1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf8a56bb4		2153481932
Zone_Iw03_path_hackers2_1       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0938142d		2298090247
hackers2        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe3ac3a0e		2690382540
Zone_Iw03_path_hackers2_2       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x12314597		2834984711
Zone_Iw03_path_hackers2_3       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1b367501		2298116871
Zone_Iw03_path_rogues1_2        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe4c4092e		2779785280
rogues1         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xece1d283		2789855235
Zone_Iw03_path_rogues1_3        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xedc339b8		2242919488
Zone_Iw03_path_rogues1_4        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x09a7ac1b		2779828288
Zone_Iw03_path_rogues1_5        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x00a09c8d		2242954304
Zone_Iw03_path_rogues1_1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xffcd5894		2242925632
Zone_Iw03_path_rogues2_1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xffa764cd		2310031936
rogues2         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf7e88339		2252975107
Zone_Iw03_path_rogues2_2        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe4ae3577		2846897728
Zone_Iw03_path_rogues3_1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x008170fa		2377138240
rogues3         UNIVERSE\SYSTEMS\IW03\iw03.ini      0xfeefb3af		2789849091
Zone_Iw03_path_rogues3_2        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1b882140		2914008128
Zone_Iw03_path_rogues3_3        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x128f11d6		2377132096
Zone_Iw03_path_rogues3_4        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf6eb8475		2914042944
Zone_Iw03_path_rogues3_5        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xffecb4e3		2377175104
Zone_Iw03_path_rogues3_6        UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe4e5e559		2914036800
Iw03_wplatform_ice_1        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x045856c7		2725042370
Iw03_wplatform_ice_2        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1f51077d		2188158146
Iw03_wplatform_ice_3        UNIVERSE\SYSTEMS\IW03\iw03.ini      0x165637eb		2725032130
zone_iw03_pop_ambient       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x145850f3		2981894537
Iw03_ast_ice_largeB_1       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0d78e8bd		2739729228
Iw03_ast_ice_largeA_1       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x0d12d4e4		2941054284
Iw03_ast_ice_largeA_2       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x161b855e		2404159820
Iw03_ast_ice_largeB_2       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1671b907		2202832716
Iw03_ast_ice_largeB_3       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1f768991		2739706700
Iw03_ast_ice_largeA_3       UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1f1cb5c8		2941027660
Iw03_ast_ice_largeA_4       UNIVERSE\SYSTEMS\IW03\iw03.ini      0xfb78206b		2404149580
ZONE_Iw03_Large_asteroid_1      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xe23956fe		2851320198
ZONE_Iw03_Large_asteroid_2      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf9300744		2314456454
ZONE_Iw03_Large_asteroid_3      UNIVERSE\SYSTEMS\IW03\iw03.ini      0xf03737d2		2851330438
ZONE_Iw03_Large_asteroid_4      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1453a271		2314417542
ZONE_Iw03_Large_asteroid_5      UNIVERSE\SYSTEMS\IW03\iw03.ini      0x1d5492e7		2851283334
